/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/center_2020_10_07_23_54_43_491.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/left_2020_10_07_23_54_43_491.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/right_2020_10_07_23_54_43_491.jpg,0,0,0,14.60157
/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/center_2020_10_07_23_54_43_565.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/left_2020_10_07_23_54_43_565.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/right_2020_10_07_23_54_43_565.jpg,0,0,0,14.49073
/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/center_2020_10_07_23_54_43_633.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/left_2020_10_07_23_54_43_633.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/right_2020_10_07_23_54_43_633.jpg,0,0,0,13.82483
/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/center_2020_10_07_23_54_43_703.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/left_2020_10_07_23_54_43_703.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/right_2020_10_07_23_54_43_703.jpg,0,0,0,13.80357
/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/center_2020_10_07_23_54_43_770.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/left_2020_10_07_23_54_43_770.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/right_2020_10_07_23_54_43_770.jpg,0,0,0,14.19754
/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/center_2020_10_07_23_54_43_843.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/left_2020_10_07_23_54_43_843.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/right_2020_10_07_23_54_43_843.jpg,0,0,0,14.06832
/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/center_2020_10_07_23_54_43_910.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/left_2020_10_07_23_54_43_910.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/right_2020_10_07_23_54_43_910.jpg,0,0.0230999,0,13.44637
/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/center_2020_10_07_23_54_43_983.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/left_2020_10_07_23_54_43_983.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/right_2020_10_07_23_54_43_983.jpg,0,0.2446804,0,13.45342
/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/center_2020_10_07_23_54_44_056.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/left_2020_10_07_23_54_44_056.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/right_2020_10_07_23_54_44_056.jpg,0,0.4851995,0,13.79369
/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/center_2020_10_07_23_54_44_125.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/left_2020_10_07_23_54_44_125.jpg,/home/mengyaowu/Desktop/github_sharing/download/collected_data2/IMG/right_2020_10_07_23_54_44_125.jpg,0,0.6766384,0,14.46914
